driver_id,rider_id,route_overlap,detour_km,time_overlap_min,pref_match,trust_score,pickup_distance_km,compatibility_score,label
USR_D107369_DRIVER,USR_RIDER_107369,0.789,0.798,22.8,1.0,4.372,0.267,0.7162,1
USR_D107370_DRIVER,USR_RIDER_107370,0.4674,1.744,2.8,0.0,4.155,1.733,0.389,0
USR_D107371_DRIVER,USR_RIDER_107371,0.5324,2.184,26.4,1.0,4.763,1.974,0.573,1
USR_D107372_DRIVER,USR_RIDER_107372,0.7296,5.101,19.1,0.0,4.341,0.263,0.5559,1
USR_D107373_DRIVER,USR_RIDER_107373,0.8265,4.224,10.9,0.0,4.634,0.598,0.6095,1
USR_D107374_DRIVER,USR_RIDER_107374,0.3856,3.951,34.5,0.0,4.102,1.605,0.4862,0
USR_D107375_DRIVER,USR_RIDER_107375,0.6846,2.453,0.0,0.0,4.482,2.881,0.457,0
USR_D107376_DRIVER,USR_RIDER_107376,0.6611,1.044,5.2,1.0,4.872,1.029,0.6757,1
USR_D107377_DRIVER,USR_RIDER_107377,0.5932,1.298,37.8,0.0,4.342,0.535,0.5255,0
USR_D107378_DRIVER,USR_RIDER_107378,0.065,0.65,2.6,1.0,4.562,0.574,0.4703,0
USR_D107379_DRIVER,USR_RIDER_107379,0.1729,3.43,31.3,0.0,4.865,0.054,0.3781,0
USR_D107380_DRIVER,USR_RIDER_107380,0.6061,4.94,36.5,1.0,4.442,1.884,0.7466,1
USR_D107381_DRIVER,USR_RIDER_107381,0.9961,2.774,26.1,0.0,3.973,0.342,0.7052,1
USR_D107382_DRIVER,USR_RIDER_107382,0.3334,1.984,13.2,1.0,4.065,1.276,0.5737,1
USR_D107383_DRIVER,USR_RIDER_107383,0.4052,0.74,9.4,0.0,4.519,0.981,0.395,0
USR_D107384_DRIVER,USR_RIDER_107384,0.4964,5.212,0.0,1.0,4.352,1.367,0.4622,0
USR_D107385_DRIVER,USR_RIDER_107385,0.8193,6.021,34.3,1.0,4.04,2.076,0.7112,1
USR_D107386_DRIVER,USR_RIDER_107386,0.6488,3.528,18.7,0.0,4.757,4.801,0.4925,0
USR_D107387_DRIVER,USR_RIDER_107387,0.4677,6.674,39.7,0.0,4.119,0.591,0.578,1
USR_D107388_DRIVER,USR_RIDER_107388,0.0374,0.202,23.9,1.0,4.929,0.304,0.5498,0
USR_D107389_DRIVER,USR_RIDER_107389,0.4157,3.206,14.9,0.0,4.927,0.935,0.4922,0
USR_D107390_DRIVER,USR_RIDER_107390,0.3125,0.877,14.6,1.0,4.288,2.376,0.6431,1
USR_D107391_DRIVER,USR_RIDER_107391,0.4736,2.856,14.0,0.0,4.176,0.751,0.5754,1
USR_D107392_DRIVER,USR_RIDER_107392,0.5452,2.813,37.5,1.0,3.694,1.023,0.6451,1
USR_D107393_DRIVER,USR_RIDER_107393,0.55,0.535,19.8,1.0,3.711,1.404,0.6424,1
USR_D107394_DRIVER,USR_RIDER_107394,0.7745,5.18,12.8,1.0,3.608,2.57,0.5859,1
USR_D107395_DRIVER,USR_RIDER_107395,0.6066,1.914,29.8,1.0,3.405,0.479,0.657,1
USR_D107396_DRIVER,USR_RIDER_107396,0.6417,6.225,49.2,1.0,3.625,0.08,0.7579,1
USR_D107397_DRIVER,USR_RIDER_107397,0.4605,2.702,34.1,1.0,3.621,0.079,0.7044,1
USR_D107398_DRIVER,USR_RIDER_107398,0.4582,6.178,12.5,0.0,4.458,1.979,0.3783,0
USR_D107399_DRIVER,USR_RIDER_107399,0.8197,2.086,18.4,1.0,4.471,0.208,0.7947,1
USR_D107400_DRIVER,USR_RIDER_107400,0.1428,0.238,6.8,1.0,3.719,0.618,0.5035,0
USR_D107401_DRIVER,USR_RIDER_107401,0.2718,2.138,18.5,1.0,3.848,1.02,0.5445,0
USR_D107402_DRIVER,USR_RIDER_107402,0.2498,5.706,8.0,1.0,4.041,1.676,0.3651,0
USR_D107403_DRIVER,USR_RIDER_107403,0.5165,5.054,1.0,0.0,4.029,2.819,0.3642,0
USR_D107404_DRIVER,USR_RIDER_107404,0.1905,4.919,5.2,1.0,4.568,1.304,0.4318,0
USR_D107405_DRIVER,USR_RIDER_107405,0.1584,1.478,24.3,1.0,4.113,1.151,0.5769,1
USR_D107406_DRIVER,USR_RIDER_107406,0.6562,3.704,11.5,0.0,4.919,0.801,0.5184,0
USR_D107407_DRIVER,USR_RIDER_107407,0.2398,2.68,0.0,0.0,4.094,0.888,0.3659,0
USR_D107408_DRIVER,USR_RIDER_107408,0.8559,0.287,13.2,0.0,3.143,2.717,0.5135,0
USR_D107409_DRIVER,USR_RIDER_107409,0.3465,2.006,15.5,0.0,4.826,1.264,0.3716,0
USR_D107410_DRIVER,USR_RIDER_107410,0.2002,3.714,23.7,0.0,4.546,2.549,0.4755,0
USR_D107411_DRIVER,USR_RIDER_107411,0.7867,1.067,14.6,1.0,4.088,0.408,0.7129,1
USR_D107412_DRIVER,USR_RIDER_107412,0.7339,2.303,44.0,1.0,4.565,2.593,0.7333,1
USR_D107413_DRIVER,USR_RIDER_107413,0.8258,3.256,5.2,1.0,3.944,2.329,0.5788,1
USR_D107414_DRIVER,USR_RIDER_107414,0.7192,3.425,9.9,1.0,3.407,1.218,0.5869,1
USR_D107415_DRIVER,USR_RIDER_107415,0.3018,2.045,33.3,1.0,4.62,1.543,0.6786,1
USR_D107416_DRIVER,USR_RIDER_107416,0.8145,0.261,26.7,1.0,4.919,0.569,0.9239,1
USR_D107417_DRIVER,USR_RIDER_107417,0.8195,1.172,21.7,1.0,3.861,1.569,0.7455,1
USR_D107418_DRIVER,USR_RIDER_107418,0.4521,2.323,38.7,1.0,3.894,1.057,0.6653,1
USR_D107419_DRIVER,USR_RIDER_107419,0.1335,4.263,21.9,1.0,4.039,2.087,0.399,0
USR_D107420_DRIVER,USR_RIDER_107420,0.7942,7.946,35.3,1.0,3.993,2.049,0.64,1
USR_D107421_DRIVER,USR_RIDER_107421,0.627,3.362,31.6,1.0,4.055,1.656,0.6733,1
USR_D107422_DRIVER,USR_RIDER_107422,0.722,2.771,33.4,0.0,4.054,0.851,0.6049,1
USR_D107423_DRIVER,USR_RIDER_107423,0.7247,1.582,0.0,0.0,4.211,1.22,0.629,1
USR_D107424_DRIVER,USR_RIDER_107424,0.7521,0.653,31.9,0.0,4.262,1.289,0.6962,1
USR_D107425_DRIVER,USR_RIDER_107425,0.611,0.921,3.2,0.0,4.727,2.797,0.6029,1
USR_D107426_DRIVER,USR_RIDER_107426,0.7249,1.702,3.9,1.0,3.446,2.802,0.5776,1
USR_D107427_DRIVER,USR_RIDER_107427,0.3244,4.307,23.7,0.0,3.985,2.263,0.3349,0
USR_D107428_DRIVER,USR_RIDER_107428,0.1425,0.01,15.3,0.0,4.024,0.499,0.4362,0
USR_D107429_DRIVER,USR_RIDER_107429,0.6225,2.105,26.7,0.0,4.378,1.194,0.591,1
USR_D107430_DRIVER,USR_RIDER_107430,0.6191,7.78,21.5,1.0,3.432,1.8,0.5558,1
USR_D107431_DRIVER,USR_RIDER_107431,0.4031,5.229,7.8,1.0,4.739,0.86,0.5556,1
USR_D107432_DRIVER,USR_RIDER_107432,0.3148,1.711,7.1,0.0,4.896,0.414,0.4788,0
USR_D107433_DRIVER,USR_RIDER_107433,0.2018,0.325,17.3,0.0,4.248,2.212,0.4225,0
USR_D107434_DRIVER,USR_RIDER_107434,0.4375,0.56,11.8,1.0,4.896,1.548,0.6377,1
USR_D107435_DRIVER,USR_RIDER_107435,0.2799,1.282,30.5,0.0,3.403,2.678,0.3497,0
USR_D107436_DRIVER,USR_RIDER_107436,0.4623,2.528,48.5,0.0,4.892,0.6,0.6103,1
USR_D107437_DRIVER,USR_RIDER_107437,0.1811,2.923,23.4,1.0,3.497,0.719,0.5089,0
USR_D107438_DRIVER,USR_RIDER_107438,0.2663,2.029,26.2,1.0,4.39,1.628,0.5824,1
USR_D107439_DRIVER,USR_RIDER_107439,0.7279,8.655,0.0,0.0,4.34,0.96,0.3537,0
USR_D107440_DRIVER,USR_RIDER_107440,0.6831,0.742,23.4,1.0,4.424,2.651,0.6509,1
USR_D107441_DRIVER,USR_RIDER_107441,0.6782,2.868,46.2,1.0,4.404,0.037,0.706,1
USR_D107442_DRIVER,USR_RIDER_107442,0.023,0.779,13.1,1.0,4.312,1.642,0.4301,0
USR_D107443_DRIVER,USR_RIDER_107443,0.219,1.085,34.0,0.0,3.935,0.675,0.4563,0
USR_D107444_DRIVER,USR_RIDER_107444,0.3862,0.405,28.0,0.0,4.563,0.779,0.4599,0
USR_D107445_DRIVER,USR_RIDER_107445,0.356,5.052,0.0,1.0,4.365,0.229,0.4458,0
USR_D107446_DRIVER,USR_RIDER_107446,0.4289,5.682,14.4,0.0,4.352,1.426,0.3979,0
USR_D107447_DRIVER,USR_RIDER_107447,0.6431,1.015,22.7,0.0,4.295,1.087,0.6633,1
USR_D107448_DRIVER,USR_RIDER_107448,0.7367,3.254,43.8,1.0,4.547,0.849,0.769,1
USR_D107449_DRIVER,USR_RIDER_107449,0.2098,1.092,60.0,1.0,3.605,1.977,0.7029,1
USR_D107450_DRIVER,USR_RIDER_107450,0.6133,2.923,34.4,1.0,4.907,2.731,0.6139,1
USR_D107451_DRIVER,USR_RIDER_107451,0.8171,2.456,44.4,1.0,4.623,2.581,0.7102,1
USR_D107452_DRIVER,USR_RIDER_107452,0.3714,7.778,0.0,1.0,4.942,4.478,0.2783,0
USR_D107453_DRIVER,USR_RIDER_107453,0.7799,2.704,37.9,0.0,3.985,1.224,0.6094,1
USR_D107454_DRIVER,USR_RIDER_107454,0.2415,3.899,19.8,0.0,4.367,0.927,0.4659,0
USR_D107455_DRIVER,USR_RIDER_107455,0.2938,5.797,11.1,1.0,4.444,0.927,0.4555,0
USR_D107456_DRIVER,USR_RIDER_107456,0.4944,4.007,37.7,1.0,3.666,2.495,0.653,1
USR_D107457_DRIVER,USR_RIDER_107457,0.7497,1.889,22.1,1.0,4.518,1.442,0.6898,1
USR_D107458_DRIVER,USR_RIDER_107458,0.4505,4.478,21.9,0.0,4.807,1.894,0.3523,0
USR_D107459_DRIVER,USR_RIDER_107459,0.0589,3.344,41.2,0.0,4.844,0.252,0.4524,0
USR_D107460_DRIVER,USR_RIDER_107460,0.6437,4.563,32.5,0.0,4.902,1.072,0.6031,1
USR_D107461_DRIVER,USR_RIDER_107461,0.188,0.025,13.4,0.0,4.323,2.254,0.5208,0
USR_D107462_DRIVER,USR_RIDER_107462,0.3055,3.47,14.9,0.0,3.723,0.25,0.4278,0
USR_D107463_DRIVER,USR_RIDER_107463,0.5449,5.594,41.4,1.0,4.562,1.333,0.6264,1
USR_D107464_DRIVER,USR_RIDER_107464,0.2636,3.356,1.2,0.0,4.078,0.518,0.3187,0
USR_D107465_DRIVER,USR_RIDER_107465,0.2458,4.754,17.6,0.0,3.915,2.388,0.3834,0
USR_D107466_DRIVER,USR_RIDER_107466,0.1121,2.788,42.4,0.0,4.878,0.272,0.3993,0
USR_D107467_DRIVER,USR_RIDER_107467,0.3228,2.942,8.9,1.0,3.435,0.766,0.4947,0
USR_D107468_DRIVER,USR_RIDER_107468,0.6934,1.213,3.0,0.0,4.137,0.791,0.5374,0
USR_D107469_DRIVER,USR_RIDER_107469,0.9518,4.594,10.3,1.0,4.196,2.423,0.6741,1
USR_D107470_DRIVER,USR_RIDER_107470,0.5617,2.666,0.0,1.0,4.549,1.769,0.5434,0
USR_D107471_DRIVER,USR_RIDER_107471,0.4595,6.58,29.4,1.0,4.482,0.635,0.581,1
USR_D107472_DRIVER,USR_RIDER_107472,0.5309,0.733,4.9,0.0,3.244,0.805,0.4983,0
USR_D107473_DRIVER,USR_RIDER_107473,0.793,2.302,4.6,0.0,3.985,0.668,0.537,0
USR_D107474_DRIVER,USR_RIDER_107474,0.7726,3.701,0.0,0.0,3.998,1.298,0.4832,0
USR_D107475_DRIVER,USR_RIDER_107475,0.5712,3.763,37.4,0.0,4.321,0.794,0.5039,0
USR_D107476_DRIVER,USR_RIDER_107476,0.3065,4.486,13.7,1.0,4.484,2.822,0.4491,0
USR_D107477_DRIVER,USR_RIDER_107477,0.7286,1.654,15.7,0.0,4.872,1.124,0.6441,1
USR_D107478_DRIVER,USR_RIDER_107478,0.0526,2.836,23.0,1.0,4.117,0.273,0.4037,0
USR_D107479_DRIVER,USR_RIDER_107479,0.2135,0.679,5.4,0.0,4.085,0.484,0.4731,0
USR_D107480_DRIVER,USR_RIDER_107480,0.4662,6.183,30.0,0.0,3.939,1.427,0.519,0
USR_D107481_DRIVER,USR_RIDER_107481,0.1925,3.716,6.8,0.0,3.465,1.172,0.2959,0
USR_D107482_DRIVER,USR_RIDER_107482,0.5725,0.51,8.8,0.0,4.435,2.401,0.4602,0
USR_D107483_DRIVER,USR_RIDER_107483,0.2978,2.391,17.9,0.0,4.369,0.434,0.4701,0
USR_D107484_DRIVER,USR_RIDER_107484,0.7438,4.022,33.3,1.0,4.007,0.758,0.7603,1
USR_D107485_DRIVER,USR_RIDER_107485,0.3915,4.841,5.4,1.0,3.562,1.358,0.4043,0
USR_D107486_DRIVER,USR_RIDER_107486,0.7294,1.949,37.4,0.0,4.26,1.111,0.6361,1
USR_D107487_DRIVER,USR_RIDER_107487,0.4785,5.222,11.0,0.0,4.153,0.213,0.4413,0
USR_D107488_DRIVER,USR_RIDER_107488,0.3368,6.409,21.8,1.0,4.787,1.316,0.5061,0
USR_D107489_DRIVER,USR_RIDER_107489,0.079,4.01,1.5,1.0,4.922,1.665,0.3833,0
USR_D107490_DRIVER,USR_RIDER_107490,0.0754,3.085,17.9,0.0,4.871,1.732,0.3137,0
USR_D107491_DRIVER,USR_RIDER_107491,0.5719,1.922,3.1,0.0,3.54,0.523,0.5074,0
USR_D107492_DRIVER,USR_RIDER_107492,0.6125,5.458,14.9,1.0,3.898,1.536,0.6072,1
USR_D107493_DRIVER,USR_RIDER_107493,0.0955,4.861,16.9,0.0,4.038,1.345,0.3102,0
USR_D107494_DRIVER,USR_RIDER_107494,0.2783,5.604,30.2,1.0,3.826,0.026,0.4695,0
USR_D107495_DRIVER,USR_RIDER_107495,0.0527,3.649,22.6,1.0,4.764,1.015,0.3389,0
USR_D107496_DRIVER,USR_RIDER_107496,0.3094,0.598,21.6,0.0,4.898,2.918,0.4113,0
USR_D107497_DRIVER,USR_RIDER_107497,0.8938,4.78,21.2,0.0,4.627,1.86,0.5649,1
USR_D107498_DRIVER,USR_RIDER_107498,0.5848,3.69,0.0,0.0,4.648,1.544,0.5322,0
USR_D107499_DRIVER,USR_RIDER_107499,0.0893,6.697,23.1,1.0,3.712,1.088,0.3963,0
USR_D107500_DRIVER,USR_RIDER_107500,0.6551,1.851,21.8,0.0,3.656,3.12,0.4856,0
USR_D107501_DRIVER,USR_RIDER_107501,0.6053,0.613,28.4,1.0,4.945,2.314,0.6854,1
USR_D107502_DRIVER,USR_RIDER_107502,0.2077,3.648,35.8,1.0,4.947,2.171,0.5523,1
USR_D107503_DRIVER,USR_RIDER_107503,0.7572,1.797,38.7,0.0,4.639,1.614,0.6031,1
USR_D107504_DRIVER,USR_RIDER_107504,0.3572,0.624,0.0,1.0,4.465,2.338,0.578,1
USR_D107505_DRIVER,USR_RIDER_107505,0.7765,5.324,15.1,1.0,4.14,1.005,0.5976,1
USR_D107506_DRIVER,USR_RIDER_107506,0.104,4.071,25.0,0.0,3.918,2.388,0.3503,0
USR_D107507_DRIVER,USR_RIDER_107507,0.6222,0.716,16.3,0.0,4.821,0.761,0.6237,1
USR_D107508_DRIVER,USR_RIDER_107508,0.4778,2.513,18.2,0.0,4.108,1.676,0.4866,0
USR_D107509_DRIVER,USR_RIDER_107509,0.6245,0.624,23.7,0.0,4.096,0.259,0.645,1
USR_D107510_DRIVER,USR_RIDER_107510,0.3306,0.791,22.6,1.0,4.948,0.715,0.5917,1
USR_D107511_DRIVER,USR_RIDER_107511,0.6524,2.008,1.5,1.0,3.961,0.287,0.6537,1
USR_D107512_DRIVER,USR_RIDER_107512,0.5889,2.859,13.9,0.0,4.272,0.273,0.4944,0
USR_D107513_DRIVER,USR_RIDER_107513,0.9047,4.651,30.2,1.0,4.175,1.057,0.655,1
USR_D107514_DRIVER,USR_RIDER_107514,0.3082,0.676,16.5,1.0,4.48,1.151,0.5761,1
USR_D107515_DRIVER,USR_RIDER_107515,0.6926,4.0,23.0,0.0,4.643,2.42,0.5581,1
USR_D107516_DRIVER,USR_RIDER_107516,0.6444,7.024,9.9,1.0,4.944,1.031,0.526,0
USR_D107517_DRIVER,USR_RIDER_107517,0.602,7.395,16.0,1.0,4.002,1.941,0.499,0
USR_D107518_DRIVER,USR_RIDER_107518,0.5553,1.388,27.0,1.0,4.277,1.566,0.6984,1
USR_D107519_DRIVER,USR_RIDER_107519,0.5811,4.123,15.3,1.0,3.908,2.556,0.5173,0
USR_D107520_DRIVER,USR_RIDER_107520,0.3156,2.475,46.1,0.0,3.761,1.923,0.4831,0
USR_D107521_DRIVER,USR_RIDER_107521,0.8538,3.929,45.5,0.0,3.961,0.942,0.6504,1
USR_D107522_DRIVER,USR_RIDER_107522,0.4115,2.253,3.2,1.0,4.359,1.861,0.4772,0
USR_D107523_DRIVER,USR_RIDER_107523,0.3269,6.052,0.0,1.0,4.442,0.422,0.5158,0
USR_D107524_DRIVER,USR_RIDER_107524,0.7597,2.389,17.9,1.0,4.94,0.589,0.8185,1
USR_D107525_DRIVER,USR_RIDER_107525,0.535,3.213,30.3,0.0,4.207,1.126,0.5942,1
USR_D107526_DRIVER,USR_RIDER_107526,0.5262,2.695,33.6,0.0,4.341,1.23,0.608,1
USR_D107527_DRIVER,USR_RIDER_107527,0.2739,0.996,20.5,1.0,3.613,1.169,0.5134,0
USR_D107528_DRIVER,USR_RIDER_107528,0.5649,3.177,9.8,1.0,4.003,1.232,0.47,0
USR_D107529_DRIVER,USR_RIDER_107529,0.538,0.355,0.0,0.0,4.26,1.092,0.4204,0
USR_D107530_DRIVER,USR_RIDER_107530,0.519,2.84,35.0,1.0,4.868,1.2,0.6991,1
USR_D107531_DRIVER,USR_RIDER_107531,0.0618,4.275,10.5,0.0,4.491,1.577,0.3027,0
USR_D107532_DRIVER,USR_RIDER_107532,0.1059,2.389,20.0,1.0,3.371,0.146,0.5088,0
USR_D107533_DRIVER,USR_RIDER_107533,0.4309,2.35,18.8,1.0,4.019,2.608,0.5538,1
USR_D107534_DRIVER,USR_RIDER_107534,0.2024,0.074,0.0,1.0,3.948,2.006,0.4867,0
USR_D107535_DRIVER,USR_RIDER_107535,0.5633,5.354,6.8,0.0,4.395,1.166,0.4128,0
USR_D107536_DRIVER,USR_RIDER_107536,0.6491,5.044,21.6,1.0,4.212,1.454,0.6119,1
USR_D107537_DRIVER,USR_RIDER_107537,0.6981,0.051,46.1,1.0,4.053,0.139,0.7829,1
USR_D107538_DRIVER,USR_RIDER_107538,0.363,1.403,34.8,1.0,4.656,2.377,0.655,1
USR_D107539_DRIVER,USR_RIDER_107539,0.1301,2.837,34.1,1.0,3.815,0.653,0.5196,0
USR_D107540_DRIVER,USR_RIDER_107540,0.4392,0.774,13.1,0.0,4.423,0.431,0.4521,0
USR_D107541_DRIVER,USR_RIDER_107541,0.3568,0.906,18.3,1.0,3.829,2.549,0.6975,1
USR_D107542_DRIVER,USR_RIDER_107542,0.226,1.136,31.4,1.0,3.883,0.223,0.5268,0
USR_D107543_DRIVER,USR_RIDER_107543,0.6891,0.4,27.6,0.0,4.549,1.168,0.6655,1
USR_D107544_DRIVER,USR_RIDER_107544,0.6538,5.132,23.4,0.0,4.95,2.255,0.4801,0
USR_D107545_DRIVER,USR_RIDER_107545,0.7131,1.152,17.2,1.0,4.191,3.276,0.6052,1
USR_D107546_DRIVER,USR_RIDER_107546,0.7122,3.251,25.4,0.0,4.162,2.289,0.475,0
USR_D107547_DRIVER,USR_RIDER_107547,0.2788,4.383,18.6,0.0,4.244,0.213,0.368,0
USR_D107548_DRIVER,USR_RIDER_107548,0.9326,0.462,16.3,0.0,4.338,0.992,0.6427,1
USR_D107549_DRIVER,USR_RIDER_107549,0.3244,1.575,27.8,1.0,4.78,1.603,0.5934,1
USR_D107550_DRIVER,USR_RIDER_107550,0.2745,3.173,29.7,1.0,4.291,2.818,0.4768,0
USR_D107551_DRIVER,USR_RIDER_107551,0.1239,1.71,25.7,0.0,4.175,2.689,0.4491,0
USR_D107552_DRIVER,USR_RIDER_107552,0.4698,4.682,11.3,0.0,4.686,0.332,0.3394,0
USR_D107553_DRIVER,USR_RIDER_107553,0.9273,1.437,9.6,0.0,3.847,1.436,0.7138,1
USR_D107554_DRIVER,USR_RIDER_107554,0.401,0.573,0.3,1.0,4.611,0.331,0.5539,1
USR_D107555_DRIVER,USR_RIDER_107555,0.4118,3.404,23.5,0.0,3.548,1.69,0.3868,0
USR_D107556_DRIVER,USR_RIDER_107556,0.7521,2.731,28.3,1.0,3.903,0.619,0.7417,1
USR_D107557_DRIVER,USR_RIDER_107557,0.4235,4.732,35.0,0.0,4.382,0.279,0.4402,0
USR_D107558_DRIVER,USR_RIDER_107558,0.6178,0.341,19.0,1.0,4.213,1.105,0.7477,1
USR_D107559_DRIVER,USR_RIDER_107559,0.2916,5.084,8.6,0.0,4.577,2.658,0.2894,0
USR_D107560_DRIVER,USR_RIDER_107560,0.146,0.393,26.7,1.0,4.432,1.358,0.542,0
USR_D107561_DRIVER,USR_RIDER_107561,0.4608,0.57,30.3,0.0,4.913,1.165,0.5578,1
USR_D107562_DRIVER,USR_RIDER_107562,0.1364,4.112,23.9,0.0,4.921,0.935,0.4038,0
USR_D107563_DRIVER,USR_RIDER_107563,0.6076,5.399,16.1,0.0,4.227,2.05,0.4126,0
USR_D107564_DRIVER,USR_RIDER_107564,0.2514,0.991,19.8,1.0,4.099,1.255,0.5856,1
USR_D107565_DRIVER,USR_RIDER_107565,0.6686,3.727,0.0,0.0,4.003,1.29,0.5339,0
USR_D107566_DRIVER,USR_RIDER_107566,0.6917,3.188,45.6,0.0,4.034,0.783,0.6267,1
USR_D107567_DRIVER,USR_RIDER_107567,0.4598,0.799,35.6,1.0,4.246,1.068,0.6674,1
USR_D107568_DRIVER,USR_RIDER_107568,0.7265,3.519,37.2,1.0,4.951,0.138,0.7526,1
USR_D107569_DRIVER,USR_RIDER_107569,0.5553,1.088,11.7,1.0,4.274,1.777,0.616,1
USR_D107570_DRIVER,USR_RIDER_107570,0.3273,2.362,18.6,1.0,4.062,1.603,0.646,1
USR_D107571_DRIVER,USR_RIDER_107571,0.7207,1.428,9.7,1.0,4.938,1.774,0.6438,1
USR_D107572_DRIVER,USR_RIDER_107572,0.9638,3.274,35.5,0.0,4.705,1.333,0.6499,1
USR_D107573_DRIVER,USR_RIDER_107573,0.2654,5.122,19.0,0.0,3.888,1.83,0.3038,0
USR_D107574_DRIVER,USR_RIDER_107574,0.3851,0.861,27.9,0.0,3.845,2.649,0.4914,0
USR_D107575_DRIVER,USR_RIDER_107575,0.4871,2.772,12.8,0.0,4.43,1.331,0.5109,0
USR_D107576_DRIVER,USR_RIDER_107576,0.4544,0.582,13.1,0.0,3.991,1.692,0.4899,0
USR_D107577_DRIVER,USR_RIDER_107577,0.3492,5.284,15.6,1.0,3.851,2.376,0.5781,1
USR_D107578_DRIVER,USR_RIDER_107578,0.6933,5.417,25.5,1.0,4.098,1.474,0.7368,1
USR_D107579_DRIVER,USR_RIDER_107579,0.738,0.136,15.4,0.0,4.949,2.372,0.7112,1
USR_D107580_DRIVER,USR_RIDER_107580,0.4901,4.572,0.0,1.0,4.549,1.801,0.4988,0
USR_D107581_DRIVER,USR_RIDER_107581,0.3357,1.497,15.4,1.0,4.228,1.632,0.5979,1
USR_D107582_DRIVER,USR_RIDER_107582,0.5818,3.619,25.7,0.0,4.273,1.748,0.5714,1
USR_D107583_DRIVER,USR_RIDER_107583,0.6597,3.081,27.2,1.0,4.604,0.404,0.6604,1
USR_D107584_DRIVER,USR_RIDER_107584,0.9087,4.126,19.1,0.0,3.966,0.376,0.5636,1
USR_D107585_DRIVER,USR_RIDER_107585,0.3771,6.817,26.5,1.0,4.085,1.678,0.4529,0
USR_D107586_DRIVER,USR_RIDER_107586,0.4716,0.166,0.0,0.0,3.519,0.394,0.4984,0
USR_D107587_DRIVER,USR_RIDER_107587,0.9242,2.391,34.4,1.0,3.827,0.243,0.7862,1
USR_D107588_DRIVER,USR_RIDER_107588,0.3369,2.182,41.0,1.0,4.136,2.227,0.5429,0
USR_D107589_DRIVER,USR_RIDER_107589,0.7242,1.831,22.7,1.0,3.369,1.36,0.685,1
USR_D107590_DRIVER,USR_RIDER_107590,0.9291,3.907,16.6,0.0,4.945,1.976,0.5046,0
USR_D107591_DRIVER,USR_RIDER_107591,0.2312,4.011,15.7,1.0,4.094,2.04,0.4578,0
USR_D107592_DRIVER,USR_RIDER_107592,0.4975,4.052,9.4,0.0,4.929,1.264,0.392,0
USR_D107593_DRIVER,USR_RIDER_107593,0.5493,1.655,41.7,1.0,3.951,2.856,0.7442,1
USR_D107594_DRIVER,USR_RIDER_107594,0.2965,5.573,33.2,0.0,4.932,1.425,0.3528,0
USR_D107595_DRIVER,USR_RIDER_107595,0.6136,6.502,29.3,1.0,4.176,0.702,0.6417,1
USR_D107596_DRIVER,USR_RIDER_107596,0.1359,0.3,17.9,1.0,4.337,0.895,0.4606,0
USR_D107597_DRIVER,USR_RIDER_107597,0.1774,1.167,38.2,0.0,3.545,0.754,0.4498,0
USR_D107598_DRIVER,USR_RIDER_107598,0.5295,2.779,18.4,1.0,4.108,1.503,0.6425,1
USR_D107599_DRIVER,USR_RIDER_107599,0.5246,6.025,15.2,1.0,3.945,0.905,0.483,0
USR_D107600_DRIVER,USR_RIDER_107600,0.9327,0.879,8.8,0.0,4.07,1.522,0.6762,1
USR_D107601_DRIVER,USR_RIDER_107601,0.7226,0.536,9.2,1.0,4.79,0.711,0.7626,1
USR_D107602_DRIVER,USR_RIDER_107602,0.9451,1.053,33.2,0.0,4.728,3.574,0.6445,1
USR_D107603_DRIVER,USR_RIDER_107603,0.4222,1.587,0.0,1.0,4.802,0.803,0.4983,0
USR_D107604_DRIVER,USR_RIDER_107604,0.5055,3.205,41.3,0.0,3.823,2.093,0.522,0
USR_D107605_DRIVER,USR_RIDER_107605,0.2038,4.239,23.7,1.0,4.236,0.664,0.4796,0
USR_D107606_DRIVER,USR_RIDER_107606,0.5525,6.492,28.9,0.0,3.367,0.967,0.3809,0
USR_D107607_DRIVER,USR_RIDER_107607,0.5949,0.754,0.5,0.0,4.867,0.966,0.4772,0
USR_D107608_DRIVER,USR_RIDER_107608,0.8688,3.966,40.8,0.0,4.918,2.159,0.56,1
USR_D107609_DRIVER,USR_RIDER_107609,0.9624,4.357,25.8,0.0,4.827,0.474,0.6606,1
USR_D107610_DRIVER,USR_RIDER_107610,0.5437,5.679,49.4,1.0,4.797,1.307,0.6307,1
USR_D107611_DRIVER,USR_RIDER_107611,0.8558,3.684,42.2,0.0,4.118,0.738,0.5524,1
USR_D107612_DRIVER,USR_RIDER_107612,0.8324,4.208,22.8,1.0,4.122,1.46,0.6428,1
USR_D107613_DRIVER,USR_RIDER_107613,0.9478,3.466,30.4,0.0,4.536,1.591,0.7341,1
USR_D107614_DRIVER,USR_RIDER_107614,0.1346,3.61,33.0,1.0,4.738,2.945,0.5244,0
USR_D107615_DRIVER,USR_RIDER_107615,0.4263,0.865,40.6,1.0,4.248,1.59,0.6097,1
USR_D107616_DRIVER,USR_RIDER_107616,0.737,0.71,16.7,0.0,4.111,0.743,0.5874,1
USR_D107617_DRIVER,USR_RIDER_107617,0.1953,0.777,8.1,1.0,4.112,0.196,0.4229,0
USR_D107618_DRIVER,USR_RIDER_107618,0.7576,3.687,7.4,0.0,3.75,2.18,0.596,1
